Nome,Empresa,Numero,Email
"Sócio-Diretor Titular","PanAmerican Trade Novo Hamburgo 11 S/A","","sócio-diretor.titular@panamericantradenovohamburgo11sa.com.br"
"Sócio-Diretor Titular","Prime Trade Industrial Passo Fundo 11 S/A","","sócio-diretor.titular@primetradeindustrialpassofundo11sa.com.br"
"Sócio-Diretor Titular","Vitória Exportadora Belo Horizonte 11 S/A","","sócio-diretor.titular@vitriaexportadorabelohorizonte11sa.com.br"
"Sócio-Diretor Titular","Polaris Trade Contagem 11 Ltda.","","sócio-diretor.titular@polaristradecontagem11ltda.com.br"
"Sócio-Diretor Titular","Global Trading Indústria Juiz de Fora 12 S/A","","sócio-diretor.titular@globaltradingindstriajuizdefora12sa.com.br"
"Sócio-Diretor Titular","Apex Export & Manufatura Vitória 12 S/A","","sócio-diretor.titular@apexexportmanufaturavitria12sa.com.br"
"Sócio-Diretor Titular","InterTrade Indústria Vila Velha 12 S/A","","sócio-diretor.titular@intertradeindstriavilavelha12sa.com.br"
"Sócio-Diretor Titular","Agropecuária Sorriso S/A","","sócio-diretor.titular@agropecuriasorrisosa.com.br"
"Sócio-Diretor Titular","Fazendas Reunidas Rondonópolis Ltda.","","sócio-diretor.titular@fazendasreunidasrondonpolisltda.com.br"
"Sócio-Diretor Titular","Agrícola Lucas do Rio Verde Ltda.","","sócio-diretor.titular@agrcolalucasdorioverdeltda.com.br"
"Sócio-Diretor Titular","Agro Grãos Sinop S/A","","sócio-diretor.titular@agrogrossinopsa.com.br"
"Sócio-Diretor Titular","Grupo Agro Nova Mutum Ltda.","","sócio-diretor.titular@grupoagronovamutumltda.com.br"
"Sócio-Diretor Titular","Agropecuária Vale do Primavera do Leste Ltda.","","sócio-diretor.titular@agropecuriavaledoprimaveradolesteltda.com.br"
"Sócio-Diretor Titular","Terra Boa Agronegócios Rio Verde S/A","","sócio-diretor.titular@terraboaagronegciosrioverdesa.com.br"
"Sócio-Diretor Titular","Agro Sementes Jataí Ltda.","","sócio-diretor.titular@agrosementesjataltda.com.br"
"Sócio-Diretor Titular","Pioneira Agro Cristalina Ltda.","","sócio-diretor.titular@pioneiraagrocristalinaltda.com.br"
"Sócio-Diretor Titular","Soberana Agronegócios Itumbiara S/A","","sócio-diretor.titular@soberanaagronegciositumbiarasa.com.br"
"Sócio-Diretor Titular","Aliança Agrícola Dourados Ltda.","","sócio-diretor.titular@alianaagrcoladouradosltda.com.br"
"Sócio-Diretor Titular","Cerrado Agro Maracaju Ltda.","","sócio-diretor.titular@cerradoagromaracajultda.com.br"
"Sócio-Diretor Titular","Planalto Grãos São Gabriel do Oeste S/A","","sócio-diretor.titular@planaltogrossogabrieldooestesa.com.br"
"Sócio-Diretor Titular","Nova Terra Agronegócios Cascavel Ltda.","","sócio-diretor.titular@novaterraagronegcioscascavelltda.com.br"
"Sócio-Diretor Titular","AgroSul Fazendas Toledo Ltda.","","sócio-diretor.titular@agrosulfazendastoledoltda.com.br"
"Sócio-Diretor Titular","Vanguarda Agropecuária Campo Mourão S/A","","sócio-diretor.titular@vanguardaagropecuriacampomourosa.com.br"
"Sócio-Diretor Titular","Integração Agro Castro Ltda.","","sócio-diretor.titular@integraoagrocastroltda.com.br"
"Sócio-Diretor Titular","AgroBrasil Grãos Ribeirão Preto Ltda.","","sócio-diretor.titular@agrobrasilgrosribeiropretoltda.com.br"
"Sócio-Diretor Titular","Master Agro Barretos S/A","","sócio-diretor.titular@masteragrobarretossa.com.br"
"Sócio-Diretor Titular","Agro Forte Fazendas Assis Ltda.","","sócio-diretor.titular@agrofortefazendasassisltda.com.br"
"Sócio-Diretor Titular","Pantanal Agropecuária Uberlândia Ltda.","","sócio-diretor.titular@pantanalagropecuriauberlndialtda.com.br"
"Sócio-Diretor Titular","Celeiro Agro Patos de Minas S/A","","sócio-diretor.titular@celeiroagropatosdeminassa.com.br"
"Sócio-Diretor Titular","Agropecuária Luís Eduardo Magalhães 2 Ltda.","","sócio-diretor.titular@agropecurialuseduardomagalhes2ltda.com.br"
"Sócio-Diretor Titular","Fazendas Reunidas Barreiras 2 Ltda.","","sócio-diretor.titular@fazendasreunidasbarreiras2ltda.com.br"
"Sócio-Diretor Titular","Agrícola Sorriso 2 S/A","","sócio-diretor.titular@agrcolasorriso2sa.com.br"
"Sócio-Diretor Titular","Agro Grãos Rondonópolis 2 Ltda.","","sócio-diretor.titular@agrogrosrondonpolis2ltda.com.br"
"Sócio-Diretor Titular","Grupo Agro Lucas do Rio Verde 2 Ltda.","","sócio-diretor.titular@grupoagrolucasdorioverde2ltda.com.br"
"Sócio-Diretor Titular","Agropecuária Vale do Sinop 2 S/A","","sócio-diretor.titular@agropecuriavaledosinop2sa.com.br"
"Sócio-Diretor Titular","Terra Boa Agronegócios Nova Mutum 2 Ltda.","","sócio-diretor.titular@terraboaagronegciosnovamutum2ltda.com.br"
"Sócio-Diretor Titular","Agro Sementes Primavera do Leste 2 Ltda.","","sócio-diretor.titular@agrosementesprimaveradoleste2ltda.com.br"
"Sócio-Diretor Titular","Pioneira Agro Rio Verde 2 S/A","","sócio-diretor.titular@pioneiraagrorioverde2sa.com.br"
"Sócio-Diretor Titular","Soberana Agronegócios Jataí 2 Ltda.","","sócio-diretor.titular@soberanaagronegciosjata2ltda.com.br"
"Sócio-Diretor Titular","Aliança Agrícola Cristalina 2 Ltda.","","sócio-diretor.titular@alianaagrcolacristalina2ltda.com.br"
"Sócio-Diretor Titular","Cerrado Agro Itumbiara 2 S/A","","sócio-diretor.titular@cerradoagroitumbiara2sa.com.br"
"Sócio-Diretor Titular","Planalto Grãos Dourados 2 Ltda.","","sócio-diretor.titular@planaltogrosdourados2ltda.com.br"
"Sócio-Diretor Titular","Nova Terra Agronegócios Maracaju 2 Ltda.","","sócio-diretor.titular@novaterraagronegciosmaracaju2ltda.com.br"
"Sócio-Diretor Titular","AgroSul Fazendas São Gabriel do Oeste 2 S/A","","sócio-diretor.titular@agrosulfazendassogabrieldooeste2sa.com.br"
"Sócio-Diretor Titular","Vanguarda Agropecuária Cascavel 2 Ltda.","","sócio-diretor.titular@vanguardaagropecuriacascavel2ltda.com.br"
"Sócio-Diretor Titular","Integração Agro Toledo 2 Ltda.","","sócio-diretor.titular@integraoagrotoledo2ltda.com.br"
"Sócio-Diretor Titular","AgroBrasil Grãos Campo Mourão 2 S/A","","sócio-diretor.titular@agrobrasilgroscampomouro2sa.com.br"
"Sócio-Diretor Titular","Master Agro Castro 2 Ltda.","","sócio-diretor.titular@masteragrocastro2ltda.com.br"
"Sócio-Diretor Titular","Agro Forte Fazendas Ribeirão Preto 2 Ltda.","","sócio-diretor.titular@agrofortefazendasribeiropreto2ltda.com.br"
"Sócio-Diretor Titular","Pantanal Agropecuária Barretos 2 S/A","","sócio-diretor.titular@pantanalagropecuriabarretos2sa.com.br"
"Sócio-Diretor Titular","Celeiro Agro Assis 2 Ltda.","","sócio-diretor.titular@celeiroagroassis2ltda.com.br"
"Sócio-Diretor Titular","Agropecuária Uberlândia 3 Ltda.","","sócio-diretor.titular@agropecuriauberlndia3ltda.com.br"
"Sócio-Diretor Titular","Fazendas Reunidas Patos de Minas 3 S/A","","sócio-diretor.titular@fazendasreunidaspatosdeminas3sa.com.br"
"Sócio-Diretor Titular","Agrícola Luís Eduardo Magalhães 3 Ltda.","","sócio-diretor.titular@agrcolaluseduardomagalhes3ltda.com.br"
"Sócio-Diretor Titular","Agro Grãos Barreiras 3 Ltda.","","sócio-diretor.titular@agrogrosbarreiras3ltda.com.br"
"Sócio-Diretor Titular","Grupo Agro Sorriso 3 S/A","","sócio-diretor.titular@grupoagrosorriso3sa.com.br"
"Sócio-Diretor Titular","Agropecuária Vale do Rondonópolis 3 Ltda.","","sócio-diretor.titular@agropecuriavaledorondonpolis3ltda.com.br"
"Sócio-Diretor Titular","Terra Boa Agronegócios Lucas do Rio Verde 3 Ltda.","","sócio-diretor.titular@terraboaagronegcioslucasdorioverde3ltda.com.br"
"Sócio-Diretor Titular","Agro Sementes Sinop 3 S/A","","sócio-diretor.titular@agrosementessinop3sa.com.br"
"Sócio-Diretor Titular","Pioneira Agro Nova Mutum 3 Ltda.","","sócio-diretor.titular@pioneiraagronovamutum3ltda.com.br"
"Sócio-Diretor Titular","Soberana Agronegócios Primavera do Leste 3 Ltda.","","sócio-diretor.titular@soberanaagronegciosprimaveradoleste3ltda.com.br"
"Sócio-Diretor Titular","Aliança Agrícola Rio Verde 3 S/A","","sócio-diretor.titular@alianaagrcolarioverde3sa.com.br"
"Sócio-Diretor Titular","Cerrado Agro Jataí 3 Ltda.","","sócio-diretor.titular@cerradoagrojata3ltda.com.br"
"Sócio-Diretor Titular","Planalto Grãos Cristalina 3 Ltda.","","sócio-diretor.titular@planaltogroscristalina3ltda.com.br"
"Sócio-Diretor Titular","Nova Terra Agronegócios Itumbiara 3 S/A","","sócio-diretor.titular@novaterraagronegciositumbiara3sa.com.br"
"Sócio-Diretor Titular","AgroSul Fazendas Dourados 3 Ltda.","","sócio-diretor.titular@agrosulfazendasdourados3ltda.com.br"
"Sócio-Diretor Titular","Vanguarda Agropecuária Maracaju 3 Ltda.","","sócio-diretor.titular@vanguardaagropecuriamaracaju3ltda.com.br"
"Sócio-Diretor Titular","Integração Agro São Gabriel do Oeste 3 S/A","","sócio-diretor.titular@integraoagrosogabrieldooeste3sa.com.br"
"Sócio-Diretor Titular","AgroBrasil Grãos Cascavel 3 Ltda.","","sócio-diretor.titular@agrobrasilgroscascavel3ltda.com.br"
"Sócio-Diretor Titular","Master Agro Toledo 3 Ltda.","","sócio-diretor.titular@masteragrotoledo3ltda.com.br"
"Sócio-Diretor Titular","Agro Forte Fazendas Campo Mourão 3 S/A","","sócio-diretor.titular@agrofortefazendascampomouro3sa.com.br"
"Sócio-Diretor Titular","Pantanal Agropecuária Castro 3 Ltda.","","sócio-diretor.titular@pantanalagropecuriacastro3ltda.com.br"
"Sócio-Diretor Titular","Celeiro Agro Ribeirão Preto 3 Ltda.","","sócio-diretor.titular@celeiroagroribeiropreto3ltda.com.br"
"Sócio-Diretor Titular","Agropecuária Barretos 4 S/A","","sócio-diretor.titular@agropecuriabarretos4sa.com.br"
"Sócio-Diretor Titular","Fazendas Reunidas Assis 4 Ltda.","","sócio-diretor.titular@fazendasreunidasassis4ltda.com.br"
"Sócio-Diretor Titular","Agrícola Uberlândia 4 Ltda.","","sócio-diretor.titular@agrcolauberlndia4ltda.com.br"
"Sócio-Diretor Titular","Agro Grãos Patos de Minas 4 S/A","","sócio-diretor.titular@agrogrospatosdeminas4sa.com.br"
"Sócio-Diretor Titular","Grupo Agro Luís Eduardo Magalhães 4 Ltda.","","sócio-diretor.titular@grupoagroluseduardomagalhes4ltda.com.br"
"Sócio-Diretor Titular","Agropecuária Vale do Barreiras 4 Ltda.","","sócio-diretor.titular@agropecuriavaledobarreiras4ltda.com.br"
"Sócio-Diretor Titular","Terra Boa Agronegócios Sorriso 4 S/A","","sócio-diretor.titular@terraboaagronegciossorriso4sa.com.br"
"Sócio-Diretor Titular","Agro Sementes Rondonópolis 4 Ltda.","","sócio-diretor.titular@agrosementesrondonpolis4ltda.com.br"
"Sócio-Diretor Titular","Pioneira Agro Lucas do Rio Verde 4 Ltda.","","sócio-diretor.titular@pioneiraagrolucasdorioverde4ltda.com.br"
"Sócio-Diretor Titular","Soberana Agronegócios Sinop 4 S/A","","sócio-diretor.titular@soberanaagronegciossinop4sa.com.br"
"Sócio-Diretor Titular","Aliança Agrícola Nova Mutum 4 Ltda.","","sócio-diretor.titular@alianaagrcolanovamutum4ltda.com.br"
"Sócio-Diretor Titular","Cerrado Agro Primavera do Leste 4 Ltda.","","sócio-diretor.titular@cerradoagroprimaveradoleste4ltda.com.br"
"Sócio-Diretor Titular","Planalto Grãos Rio Verde 4 S/A","","sócio-diretor.titular@planaltogrosrioverde4sa.com.br"
"Sócio-Diretor Titular","Nova Terra Agronegócios Jataí 4 Ltda.","","sócio-diretor.titular@novaterraagronegciosjata4ltda.com.br"
"Sócio-Diretor Titular","AgroSul Fazendas Cristalina 4 Ltda.","","sócio-diretor.titular@agrosulfazendascristalina4ltda.com.br"
"Sócio-Diretor Titular","Vanguarda Agropecuária Itumbiara 4 S/A","","sócio-diretor.titular@vanguardaagropecuriaitumbiara4sa.com.br"
"Sócio-Diretor Titular","Integração Agro Dourados 4 Ltda.","","sócio-diretor.titular@integraoagrodourados4ltda.com.br"
"Sócio-Diretor Titular","AgroBrasil Grãos Maracaju 4 Ltda.","","sócio-diretor.titular@agrobrasilgrosmaracaju4ltda.com.br"
"Sócio-Diretor Titular","Master Agro São Gabriel do Oeste 4 S/A","","sócio-diretor.titular@masteragrosogabrieldooeste4sa.com.br"
"Sócio-Diretor Titular","Agro Forte Fazendas Cascavel 4 Ltda.","","sócio-diretor.titular@agrofortefazendascascavel4ltda.com.br"
"Sócio-Diretor Titular","Pantanal Agropecuária Toledo 4 Ltda.","","sócio-diretor.titular@pantanalagropecuriatoledo4ltda.com.br"
"Sócio-Diretor Titular","Celeiro Agro Campo Mourão 4 S/A","","sócio-diretor.titular@celeiroagrocampomouro4sa.com.br"
"Sócio-Diretor Titular","Agropecuária Castro 5 Ltda.","","sócio-diretor.titular@agropecuriacastro5ltda.com.br"
"Sócio-Diretor Titular","Fazendas Reunidas Ribeirão Preto 5 Ltda.","","sócio-diretor.titular@fazendasreunidasribeiropreto5ltda.com.br"
"Sócio-Diretor Titular","Agrícola Barretos 5 S/A","","sócio-diretor.titular@agrcolabarretos5sa.com.br"
"Sócio-Diretor Titular","Agro Grãos Assis 5 Ltda.","","sócio-diretor.titular@agrogrosassis5ltda.com.br"
"Sócio-Diretor Titular","Grupo Agro Uberlândia 5 Ltda.","","sócio-diretor.titular@grupoagrouberlndia5ltda.com.br"
"Sócio-Diretor Titular","Agropecuária Vale do Patos de Minas 5 S/A","","sócio-diretor.titular@agropecuriavaledopatosdeminas5sa.com.br"
"Sócio-Diretor Titular","Terra Boa Agronegócios Luís Eduardo Magalhães 5 Ltda.","","sócio-diretor.titular@terraboaagronegciosluseduardomagalhes5ltda.com.br"
"Sócio-Diretor Titular","Agro Sementes Barreiras 5 Ltda.","","sócio-diretor.titular@agrosementesbarreiras5ltda.com.br"
"Sócio-Diretor Titular","Pioneira Agro Sorriso 5 S/A","","sócio-diretor.titular@pioneiraagrosorriso5sa.com.br"
"Sócio-Diretor Titular","Soberana Agronegócios Rondonópolis 5 Ltda.","","sócio-diretor.titular@soberanaagronegciosrondonpolis5ltda.com.br"
"Sócio-Diretor Titular","Aliança Agrícola Lucas do Rio Verde 5 Ltda.","","sócio-diretor.titular@alianaagrcolalucasdorioverde5ltda.com.br"
"Sócio-Diretor Titular","Cerrado Agro Sinop 5 S/A","","sócio-diretor.titular@cerradoagrosinop5sa.com.br"
"Sócio-Diretor Titular","Planalto Grãos Nova Mutum 5 Ltda.","","sócio-diretor.titular@planaltogrosnovamutum5ltda.com.br"
"Sócio-Diretor Titular","Nova Terra Agronegócios Primavera do Leste 5 Ltda.","","sócio-diretor.titular@novaterraagronegciosprimaveradoleste5ltda.com.br"
"Sócio-Diretor Titular","AgroSul Fazendas Rio Verde 5 S/A","","sócio-diretor.titular@agrosulfazendasrioverde5sa.com.br"
"Sócio-Diretor Titular","Vanguarda Agropecuária Jataí 5 Ltda.","","sócio-diretor.titular@vanguardaagropecuriajata5ltda.com.br"
"Sócio-Diretor Titular","Integração Agro Cristalina 5 Ltda.","","sócio-diretor.titular@integraoagrocristalina5ltda.com.br"
"Sócio-Diretor Titular","AgroBrasil Grãos Itumbiara 5 S/A","","sócio-diretor.titular@agrobrasilgrositumbiara5sa.com.br"
"Sócio-Diretor Titular","Master Agro Dourados 5 Ltda.","","sócio-diretor.titular@masteragrodourados5ltda.com.br"
"Sócio-Diretor Titular","Agro Forte Fazendas Maracaju 5 Ltda.","","sócio-diretor.titular@agrofortefazendasmaracaju5ltda.com.br"
"Sócio-Diretor Titular","Pantanal Agropecuária São Gabriel do Oeste 5 S/A","","sócio-diretor.titular@pantanalagropecuriasogabrieldooeste5sa.com.br"
"Sócio-Diretor Titular","Celeiro Agro Cascavel 5 Ltda.","","sócio-diretor.titular@celeiroagrocascavel5ltda.com.br"
"Sócio-Diretor Titular","Agropecuária Toledo 6 Ltda.","","sócio-diretor.titular@agropecuriatoledo6ltda.com.br"
"Sócio-Diretor Titular","Fazendas Reunidas Campo Mourão 6 S/A","","sócio-diretor.titular@fazendasreunidascampomouro6sa.com.br"
"Sócio-Diretor Titular","Agrícola Castro 6 Ltda.","","sócio-diretor.titular@agrcolacastro6ltda.com.br"
"Sócio-Diretor Titular","Agro Grãos Ribeirão Preto 6 Ltda.","","sócio-diretor.titular@agrogrosribeiropreto6ltda.com.br"
"Sócio-Diretor Titular","Grupo Agro Barretos 6 S/A","","sócio-diretor.titular@grupoagrobarretos6sa.com.br"
"Sócio-Diretor Titular","Agropecuária Vale do Assis 6 Ltda.","","sócio-diretor.titular@agropecuriavaledoassis6ltda.com.br"
"Sócio-Diretor Titular","Terra Boa Agronegócios Uberlândia 6 Ltda.","","sócio-diretor.titular@terraboaagronegciosuberlndia6ltda.com.br"
"Sócio-Diretor Titular","Agro Sementes Patos de Minas 6 S/A","","sócio-diretor.titular@agrosementespatosdeminas6sa.com.br"
"Sócio-Diretor Titular","Pioneira Agro Luís Eduardo Magalhães 6 Ltda.","","sócio-diretor.titular@pioneiraagroluseduardomagalhes6ltda.com.br"
"Sócio-Diretor Titular","Soberana Agronegócios Barreiras 6 Ltda.","","sócio-diretor.titular@soberanaagronegciosbarreiras6ltda.com.br"
"Sócio-Diretor Titular","Aliança Agrícola Sorriso 6 S/A","","sócio-diretor.titular@alianaagrcolasorriso6sa.com.br"
"Sócio-Diretor Titular","Cerrado Agro Rondonópolis 6 Ltda.","","sócio-diretor.titular@cerradoagrorondonpolis6ltda.com.br"
"Sócio-Diretor Titular","Planalto Grãos Lucas do Rio Verde 6 Ltda.","","sócio-diretor.titular@planaltogroslucasdorioverde6ltda.com.br"
"Sócio-Diretor Titular","Nova Terra Agronegócios Sinop 6 S/A","","sócio-diretor.titular@novaterraagronegciossinop6sa.com.br"
"Sócio-Diretor Titular","AgroSul Fazendas Nova Mutum 6 Ltda.","","sócio-diretor.titular@agrosulfazendasnovamutum6ltda.com.br"
"Sócio-Diretor Titular","Vanguarda Agropecuária Primavera do Leste 6 Ltda.","","sócio-diretor.titular@vanguardaagropecuriaprimaveradoleste6ltda.com.br"
"Sócio-Diretor Titular","Integração Agro Rio Verde 6 S/A","","sócio-diretor.titular@integraoagrorioverde6sa.com.br"
"Sócio-Diretor Titular","AgroBrasil Grãos Jataí 6 Ltda.","","sócio-diretor.titular@agrobrasilgrosjata6ltda.com.br"
"Sócio-Diretor Titular","Master Agro Cristalina 6 Ltda.","","sócio-diretor.titular@masteragrocristalina6ltda.com.br"
"Sócio-Diretor Titular","Agro Forte Fazendas Itumbiara 6 S/A","","sócio-diretor.titular@agrofortefazendasitumbiara6sa.com.br"
"Sócio-Diretor Titular","Pantanal Agropecuária Dourados 6 Ltda.","","sócio-diretor.titular@pantanalagropecuriadourados6ltda.com.br"
"Sócio-Diretor Titular","Celeiro Agro Maracaju 6 Ltda.","","sócio-diretor.titular@celeiroagromaracaju6ltda.com.br"
"Sócio-Diretor Titular","Agropecuária São Gabriel do Oeste 7 S/A","","sócio-diretor.titular@agropecuriasogabrieldooeste7sa.com.br"
"Sócio-Diretor Titular","Fazendas Reunidas Cascavel 7 Ltda.","","sócio-diretor.titular@fazendasreunidascascavel7ltda.com.br"
"Sócio-Diretor Titular","Agrícola Toledo 7 Ltda.","","sócio-diretor.titular@agrcolatoledo7ltda.com.br"
"Sócio-Diretor Titular","Agro Grãos Campo Mourão 7 S/A","","sócio-diretor.titular@agrogroscampomouro7sa.com.br"
"Sócio-Diretor Titular","Grupo Agro Castro 7 Ltda.","","sócio-diretor.titular@grupoagrocastro7ltda.com.br"
"Sócio-Diretor Titular","Agropecuária Vale do Ribeirão Preto 7 Ltda.","","sócio-diretor.titular@agropecuriavaledoribeiropreto7ltda.com.br"
"Sócio-Diretor Titular","Terra Boa Agronegócios Barretos 7 S/A","","sócio-diretor.titular@terraboaagronegciosbarretos7sa.com.br"
"Sócio-Diretor Titular","Agro Sementes Assis 7 Ltda.","","sócio-diretor.titular@agrosementesassis7ltda.com.br"
"Sócio-Diretor Titular","Pioneira Agro Uberlândia 7 Ltda.","","sócio-diretor.titular@pioneiraagrouberlndia7ltda.com.br"
"Sócio-Diretor Titular","Soberana Agronegócios Patos de Minas 7 S/A","","sócio-diretor.titular@soberanaagronegciospatosdeminas7sa.com.br"
"Sócio-Diretor Titular","Aliança Agrícola Luís Eduardo Magalhães 7 Ltda.","","sócio-diretor.titular@alianaagrcolaluseduardomagalhes7ltda.com.br"
"Sócio-Diretor Titular","Cerrado Agro Barreiras 7 Ltda.","","sócio-diretor.titular@cerradoagrobarreiras7ltda.com.br"
"Sócio-Diretor Titular","Planalto Grãos Sorriso 7 S/A","","sócio-diretor.titular@planaltogrossorriso7sa.com.br"
"Sócio-Diretor Titular","Nova Terra Agronegócios Rondonópolis 7 Ltda.","","sócio-diretor.titular@novaterraagronegciosrondonpolis7ltda.com.br"
"Sócio-Diretor Titular","AgroSul Fazendas Lucas do Rio Verde 7 Ltda.","","sócio-diretor.titular@agrosulfazendaslucasdorioverde7ltda.com.br"
"Sócio-Diretor Titular","Vanguarda Agropecuária Sinop 7 S/A","","sócio-diretor.titular@vanguardaagropecuriasinop7sa.com.br"
"Sócio-Diretor Titular","Integração Agro Nova Mutum 7 Ltda.","","sócio-diretor.titular@integraoagronovamutum7ltda.com.br"
"Sócio-Diretor Titular","AgroBrasil Grãos Primavera do Leste 7 Ltda.","","sócio-diretor.titular@agrobrasilgrosprimaveradoleste7ltda.com.br"
"Sócio-Diretor Titular","Master Agro Rio Verde 7 S/A","","sócio-diretor.titular@masteragrorioverde7sa.com.br"
"Sócio-Diretor Titular","Agro Forte Fazendas Jataí 7 Ltda.","","sócio-diretor.titular@agrofortefazendasjata7ltda.com.br"
"Sócio-Diretor Titular","Pantanal Agropecuária Cristalina 7 Ltda.","","sócio-diretor.titular@pantanalagropecuriacristalina7ltda.com.br"
"Sócio-Diretor Titular","Celeiro Agro Itumbiara 7 S/A","","sócio-diretor.titular@celeiroagroitumbiara7sa.com.br"
"Sócio-Diretor Titular","Agropecuária Dourados 8 Ltda.","","sócio-diretor.titular@agropecuriadourados8ltda.com.br"
"Sócio-Diretor Titular","Fazendas Reunidas Maracaju 8 Ltda.","","sócio-diretor.titular@fazendasreunidasmaracaju8ltda.com.br"
"Sócio-Diretor Titular","Agrícola São Gabriel do Oeste 8 S/A","","sócio-diretor.titular@agrcolasogabrieldooeste8sa.com.br"
"Sócio-Diretor Titular","Agro Grãos Cascavel 8 Ltda.","","sócio-diretor.titular@agrogroscascavel8ltda.com.br"
"Sócio-Diretor Titular","Grupo Agro Toledo 8 Ltda.","","sócio-diretor.titular@grupoagrotoledo8ltda.com.br"
"Sócio-Diretor Titular","Agropecuária Vale do Campo Mourão 8 S/A","","sócio-diretor.titular@agropecuriavaledocampomouro8sa.com.br"
"Sócio-Diretor Titular","Terra Boa Agronegócios Castro 8 Ltda.","","sócio-diretor.titular@terraboaagronegcioscastro8ltda.com.br"
"Sócio-Diretor Titular","Agro Sementes Ribeirão Preto 8 Ltda.","","sócio-diretor.titular@agrosementesribeiropreto8ltda.com.br"
"Sócio-Diretor Titular","Pioneira Agro Barretos 8 S/A","","sócio-diretor.titular@pioneiraagrobarretos8sa.com.br"
"Sócio-Diretor Titular","Soberana Agronegócios Assis 8 Ltda.","","sócio-diretor.titular@soberanaagronegciosassis8ltda.com.br"
"Sócio-Diretor Titular","Aliança Agrícola Uberlândia 8 Ltda.","","sócio-diretor.titular@alianaagrcolauberlndia8ltda.com.br"
"Sócio-Diretor Titular","Cerrado Agro Patos de Minas 8 S/A","","sócio-diretor.titular@cerradoagropatosdeminas8sa.com.br"
"Sócio-Diretor Titular","Planalto Grãos Luís Eduardo Magalhães 8 Ltda.","","sócio-diretor.titular@planaltogrosluseduardomagalhes8ltda.com.br"
"Sócio-Diretor Titular","Nova Terra Agronegócios Barreiras 8 Ltda.","","sócio-diretor.titular@novaterraagronegciosbarreiras8ltda.com.br"
"Sócio-Diretor Titular","AgroSul Fazendas Sorriso 8 S/A","","sócio-diretor.titular@agrosulfazendassorriso8sa.com.br"
"Sócio-Diretor Titular","Vanguarda Agropecuária Rondonópolis 8 Ltda.","","sócio-diretor.titular@vanguardaagropecuriarondonpolis8ltda.com.br"
"Sócio-Diretor Titular","Integração Agro Lucas do Rio Verde 8 Ltda.","","sócio-diretor.titular@integraoagrolucasdorioverde8ltda.com.br"
"Sócio-Diretor Titular","AgroBrasil Grãos Sinop 8 S/A","","sócio-diretor.titular@agrobrasilgrossinop8sa.com.br"
"Sócio-Diretor Titular","Master Agro Nova Mutum 8 Ltda.","","sócio-diretor.titular@masteragronovamutum8ltda.com.br"
"Sócio-Diretor Titular","Agro Forte Fazendas Primavera do Leste 8 Ltda.","","sócio-diretor.titular@agrofortefazendasprimaveradoleste8ltda.com.br"
"Sócio-Diretor Titular","Pantanal Agropecuária Rio Verde 8 S/A","","sócio-diretor.titular@pantanalagropecuriarioverde8sa.com.br"
"Sócio-Diretor Titular","Celeiro Agro Jataí 8 Ltda.","","sócio-diretor.titular@celeiroagrojata8ltda.com.br"
"Sócio-Diretor Titular","Agropecuária Cristalina 9 Ltda.","","sócio-diretor.titular@agropecuriacristalina9ltda.com.br"
"Sócio-Diretor Titular","Fazendas Reunidas Itumbiara 9 S/A","","sócio-diretor.titular@fazendasreunidasitumbiara9sa.com.br"
"Sócio-Diretor Titular","Agrícola Dourados 9 Ltda.","","sócio-diretor.titular@agrcoladourados9ltda.com.br"
"Sócio-Diretor Titular","Agro Grãos Maracaju 9 Ltda.","","sócio-diretor.titular@agrogrosmaracaju9ltda.com.br"
"Sócio-Diretor Titular","Grupo Agro São Gabriel do Oeste 9 S/A","","sócio-diretor.titular@grupoagrosogabrieldooeste9sa.com.br"
"Sócio-Diretor Titular","Agropecuária Vale do Cascavel 9 Ltda.","","sócio-diretor.titular@agropecuriavaledocascavel9ltda.com.br"
"Sócio-Diretor Titular","Terra Boa Agronegócios Toledo 9 Ltda.","","sócio-diretor.titular@terraboaagronegciostoledo9ltda.com.br"
"Sócio-Diretor Titular","Agro Sementes Campo Mourão 9 S/A","","sócio-diretor.titular@agrosementescampomouro9sa.com.br"
"Sócio-Diretor Titular","Pioneira Agro Castro 9 Ltda.","","sócio-diretor.titular@pioneiraagrocastro9ltda.com.br"
"Sócio-Diretor Titular","Soberana Agronegócios Ribeirão Preto 9 Ltda.","","sócio-diretor.titular@soberanaagronegciosribeiropreto9ltda.com.br"
"Sócio-Diretor Titular","Aliança Agrícola Barretos 9 S/A","","sócio-diretor.titular@alianaagrcolabarretos9sa.com.br"
"Sócio-Diretor Titular","Cerrado Agro Assis 9 Ltda.","","sócio-diretor.titular@cerradoagroassis9ltda.com.br"
"Sócio-Diretor Titular","Planalto Grãos Uberlândia 9 Ltda.","","sócio-diretor.titular@planaltogrosuberlndia9ltda.com.br"
"Sócio-Diretor Titular","Nova Terra Agronegócios Patos de Minas 9 S/A","","sócio-diretor.titular@novaterraagronegciospatosdeminas9sa.com.br"
"Sócio-Diretor Titular","AgroSul Fazendas Luís Eduardo Magalhães 9 Ltda.","","sócio-diretor.titular@agrosulfazendasluseduardomagalhes9ltda.com.br"
"Sócio-Diretor Titular","Vanguarda Agropecuária Barreiras 9 Ltda.","","sócio-diretor.titular@vanguardaagropecuriabarreiras9ltda.com.br"
